reviews,rating
καλησπερα κατοχη κινητο μηνα διαστημα μηνα κυλω ικανοποιημενος διαστημα επιδοση αρχομαι φθινω προτεινα budget ευρω στρεφαμαι xiami ελπιζω βοηθησα,2
μηνα χρηση μπορω λεω πληρης αποψη κινητο αγορασα ευρω πραγματικα αξιζω ευρω εδωσα kirin φανταστικος γρηγορος καμερα μαθω λειτουργω αψογα νυχτερινος λειψει μπαταρια διαρκω μερα χαλαρος χρηση social media internet παιζω παιχνιδι βλεπω netflix κρατω ωρες κινητο δουλευω χανω ουτε μοναδα μπαταρια φορτιση γινομαι ωρα λεπτα οθονη αψογη τζαμακι εταιρια αρνητικο λεω σχεδιασμος γλυστραει ευκολα χωρις θηκη λεπτομερεια βαζω θηκη προσωπικα αφεντικη θηκη βιβλιο κοστιζω γυρο € αναγνωριζω απευθειας μπορω σηκωνω τηλεφωνο αλλαζω τραγουδι βλεπω ωρα κλειστο καπακι τελος πλη καμερα θηκη βασανο εξεχω αποτελεσμα τρεμο παιζω τραπεζι κινητο σωστος θηκη διορθωνομαι,5
βαλω αστερι ενα πολυ καλο κινητο πληρωσω παρω θεματακι ειναι μπαταρια εξαντλητικος χρηση κρατω ωρε Αλλα ειναι ενα αψογος κινητο value for money,5
μηνα πραγματικα αξιζω παρω € νομιζω πεφτω τιμη € ξεφτυλιστικος αξιζω χρηματα βγαζω νυχτερινος φωτογραφια καλυτερες μερα απλα βρω κολπο συστηνω ανεπιφυλακτα,5
αγορασα μηνα λειτουργια στιγμη καλος αξιζω χρηματα,5
πηρα κινητο εβδομαδα μεινω ανοιχτο στομα φωτογραφια καλος ξερω χρησιμοποιησει βιντεο καλο λεφτα ικανοποιητικο κινητο απιστευτα γρηγορο κολληματακιας αρχη εστρωσε ai λειτουργια ειμαι πρωιν χρηστης xiaomi φανατικο κολληματο ειμουν ικανοποιημενος αποφασομαι ερθω huawei μπαταρια καλος xiaomi παρολο μικροτερης χωρητικοτητα βγαζω ανετα μερα χρηση παιχνιδι φορτιζω ωρα λεπτα πληρης φορτιση πιστευω αξιζω λεφτα αμφιβολια τρομερο σχεδιασμο premium αισθηση,4
απλα λακωνικα καμερα ικανοποιητικος φωτογραφια βιντεο μπαταρια διαρκει μερα αναλογος χρηση κανατε πληρης φορτιση ωρα λεπτα οθονη καλος ηχειο καθαρος ηχος κλησει μουσικος ταχυτητα γρηγορο κολληματο gaming ασχολουμαι σχεδιασμος κομψο ομορφος τιμη προσιτη παρτε θηκη γλιστραω,4
παιδιο κινητο εχω σχεδον μηνα παρω ευρω μπορω λεω ορισμος value for money φωτογραφια μιλω ονομα p for photography αφορω gaming υπαρχω παιχνιδι παιζω υπαρχω μικρο lag κανα δυο βαζω λειτουργια μεγιστη αποδοση υπαρχω απολυτως θεμα μπαταρια ικανοποιητικος δινομαι δυνατοτητα εξοικονομηση ενεργεια λειτουργια λειτουργω κανονικα χρηση κανω βγαζω ανετα μερα κανονικος λειτουργια ανθεκτικοτητα πεσιματας αποψη διοτι εβαλα ωρα τζαμακι θηκη αφορω τιμη νομιζω κανω λαθος διοτι μπορω παρω εκδοση gb ram τεσσερα αντιμετωπιζω απολυτως θεμα απλα καθαρα λογου μεγαλυτερες επιδοσει αφορω οθονη απιστευτη ευκρινεια p ειδικα βιντεο απολαυσω μεγιστος κακο μπορω λεω κινητο περιμενα βγαζω κλικ καλυτερος βιντεο ασχημος περιμενα καλυτερος megapixel camera κινητο προτεινω ανεπιφυλακτα βαρια χρηση καθημερινη,5
μενα αξιζω κινητο κλησει ηχειο ακουγομαι καλα γλιστραω αγορασω θηκη μπαταρια κρατω ημερα ζορι αγορασα ευρω εδωσα ευρω ευρω παιρνω κινητο καλυτερος συγκεκριμενος,1
μερα p κ κακο μπαταρια κρατω μισος μερα καμερα μετρια οθονη μετρια ταχυτητα μετρια ωρα ζητω κανω αναβαθμιση λογο samsung a υποτιθεται υποδεεστερος μοντελο κλασει p μετανιωσα λεφτα πεταξα huawei,2
κινητο απιστευτος δυο μηνα καλυτερος ορισμος value for money λενε κολλαω αργο απλα λενε βλακιες κινητο ειναι απιστευτα γρηγορο παρω € πραγματικα αξιζω πηγαινω καμερα απιστευτη μερα νυχτα βιντεο χρησιμοποιω ειναι απολυτα ικανοποιητικο αναλυση οθονη απιστευτη σιγουρο γατα ξαναλεω αξιζω χιλια λεφτα προσφερω πραγματικα λιγος ολος λεω ασκω απιστευτα βαρια χρηση,5
κινητο μηνας βαλω γυαλια ικανοποιητικο gaming kirin βαλω huawei εξαιρετικος βαρια παιχνιδι PUBG εξαιρετικος καμερα μικρο αρνητικο τραβω κ βιντεο ενδιαφερω αγνοω κλησει γινομαι σφαιρα παιρνω καν λιγη ωρα xiaomi ισχυω παλιος χρηστης xiaomi απογοητευσω κλησει εξαιρετικος ποιοτητο οθονη καλος καταλαβαινω led αναβω σημαντικο βολευω τσεπη τιμη συνιστω ανεπιφυλακτα,5
λοιπον μετα απο ενα μηνο ειπα κανω εγω αξιολογηση προηγουμενος ηταν galaxy α ειμουν αναμεσα galaxy a αυτο βλεπω πολλος review τελικα κατεληξα αυτο ενα κινητο πανεμορφο εμφανισιακα πολυ ομορφη οθονη καμερας ηθελα λεω οτι οσοι λω οτι τραβαω ωραιες φωτογραφιε παω στοιχημα οτι ξερω χρησιμοποιητε ουτε ιδιος τηλεφωνο καμερας απιθανη ειδικα night mode λιγο βιντεο χαλαει αλλα πειραζω μπαταρια βαριος χρηση αντεχω μερο φορτιση γινομαι πολυ γρηγορα ειναι ενα κινητο αριστος ειδικα τιμη mhn kanete αξιολογηση μετα απο μερα εχω προλαβω δειτε τιποτα τηλεφωνο αναβαθμιση καλο ειναι γινω μηνα μεσα κουτι απενεργοποιημενος ειναι μεχρι αγορασω καποιος λογικο ειναι,5
καλο προϊον γενικος γραμμη ομωσ μπαταρια μηνας αρχομαι πεφτω,3
τελειος κινητο βγαζω καλος φωτογραφια γρηγορος ποιοτητο βιντεο χαλαω καταταλα καλο κινητακι επιση λετε κρατω μπαταρια μπουρδα απλα χαμηλωστε φωτεινοτητο,5
παιδι μερα βγαζω ωραιες φωτογραφια βιντεο μπαταρια κρατω ωρες καλα ταχειος φορτιση ηχειο καλο βαζω μουσικος τερμα ακουγομαι δυνατα ακουστικα ειδικα καλο κινητο λεφτα ομορφος απλα δυο πλεονεκτηματο παρον,4
value for money καλυτερα κανω ικανοποιητικο επιπεδο προσφερω αισθηση premium προϊον μπαταρια βγαζω ανετα μερα γεματη υπερβολικα βαρια τονιζω βαρια χρηση βιντεο καταλληλος φωτισμο ικανοποιητικα ποιοτητο fps καμερα μετριος καλος ταχυτητα φυσικα περιορισμενες τιμη ονειρικος αγορασω καλο κανω συνηθως medium range κινητα huawei προσφερω χαρακτηριστικα μερα χρονακια απαιτησει αυξανομαι αισθητος αναγκη καινουργιος κινητου,4
χασω ωραιοτερος ηλιοβασιλεματας φωτογραφια ικανοποιητικα φυσικους τονου ωραιες λεπτομερεια διαρκειο ημερα ηλιο κοιτω κρυβω βροχερη συννεφιασμενη μερα κοινως αχρωμη μουντη φωτογραφια βγαινω περιεργες βραδυ λειτουργια pro καταφερω βγαλω καλο προσπαθεια ρυθμιση νυχτερινος ληψη χρησιμοποιω καν σα υπαρχω mpixels βιντεο γενικα ενθουσιαστηκα καιρο αλλαζω κινητο βλεπω φωτογραφια κινητα xiaomi τιμη απλα απογοητευτηκα συνιστουσος ευχαριστημενη κινητο καλος καμερα μενα,3
κινητο ειναι δυνατο χρηματα διαθετω ηχειο οθονη κλησει ικανοποιητα αφορω παιχνιδι σηκωνω φουλ γραφικα κολληματος call of duty pubj mortal combat φωτογραφια καλος σελφι κανω χρωμα χειλιη παραπανω ροζ μπαταρια κρατω ανετα μερα vfm,5
λεφτα ειναι χαρο εχω απο πολυ καλος μπαταρια καλες φωτογραφια χαρο μεγαλη οθονη απλα τελειος,5
αγορασα αντικαταστησω p lite αναλυσω εξειδικευμενα ορου καταλαβαινω πολυς κοσμος εξειδικευμενες γνωσει μιλησω απλα γινομαι κινητο ορισμος value for money γρηγορο κολλαω παιχνιδι μεγεθος οθονη ικανοποιητικοτατος φωτογραφια καταπληκτικος βιντεο μπορω καλυτερος χρηματα ενδιαφερω πιστοποιημενο εφαρμογης google μπαταρια βαρια χρηση κρατω ολοκληρη μερα σιγουρα γρηγορη φορτιση πραγματικα γρηγορη ωρα κινητο πληρως φορτισμενος βολικος λειτουργια υπερεξοικονομηση ενεργεια ενεργοποιω μπαταρια η φορτιζω φορτιζω συγκεκριμενη λειτουργια επιτρεπω 'δουλευουν' εφαρμογης επιλογη ηλιακο φως αυξησω φωτεινοτητο θεμα μενα μιλω ακουστικο αυτι ηχειακι δεξιοτερα led ειδοποιησεο βαλω κινητο συγκεκριμενη θεση αυτι ακους θεμα συνηθιζω αναφερω νομιζω κλησει ηχειο ακουγομαι βολικο led ειδοποιησεο βρισκομαι κρυμμενο ηχειο εντονος κοιτω γωνια νο φαινεται χαρα ενταση ηχο κληση ειδοποιησεο καλος αγορασα € πιστευω αξιοπιστος απροβληματιστη λειτουργια p lite δουλεψε σκυλι χρονια αψογα λειτουργω φυσικα εγινε ενημερωση λογισμικος emui αλλαξαν γραφικα καλυτερος βασικο μενα μπηκε λειτουργια dark mode ενεργοποιησω ρυθμισει > οθονη φωτεινοτητο > σκοτεινος λειτουργια,5
σιγουρη επρεπε βαλω η αστερι εβαλα πιστευω κινητο αξιζω καταρχας λεω πραγματικα value for money κινητο αγορα αγορασω ευρω τιμη βλεπω πραγματικα συνιστω παρτε πω συσκευη αρεσω καμερα συσκευη μερα νυχτα night mode καταγραφη βιντεο μπορω λεω αρεσω μοναδικο ελαττωμα κινητος μπαταρια αρχη κρατω ωρες χρηση συνεχεια αντοχη αυξηθηκε χρησιμοποιω εξοικονομηση ενεργεια βγαζω χαλαρα μερα surfing ιντερνετ instagram αρκετος ωρα -ο ηχος συσκευη αρεσω καθαρος δυνατος -κολλημαα μηνα χρηση αργοτερα ενημερωσω κανω καθαρα προσωπικος αποψη χρηση,5
πολυ καλος κινητο συστηνω ανεπιφυλακτα καποιον ειναι απαιτητικος αποδοσει πολυ καλη καμερας ικανοποιητικο ηχειο μπαταριας κραταω ευκολα ημερο μετρι βαριος χρηση αναλυση οθονη ικανοποιητικη p fp πολυ γρηγορη φορτιση βιντεο κινητο ειναι κατι εντυπωσιασω αλλα γενικοτερα ειναι πολυ καλος εναν οχι τοσο απαιτητικο χρηστη ειναι γρηγορος κολαω πουθενα δακτυλικο αποτυπομα πιανω παντα ειναι απο γρηγοροτερος γενικοτερα ειναι ενα πολυ καλος κινητο,5
τραγικο κακος παρω ζωη χαλιος μαυρος μπαταρια ωρες κρατω σωζω γρηγορη φορτιση χαλι,2
λογος εβαλα αστερι φορα κανω επιβαρυνω κινητο κολλαω αρκετος ωρα μηνας ελπιζω καιρο ακουσω αρχισω μαθαινω καλυτερεψω γενικα καλος ποιοτητο ηχο κατασκευη καμερα βιντεο σχετικα καλος τιμη,4
κινητο χρηματα απλα αψογος καλος φωτογραφια ομορφος χρωμαα πραγματικα γρηγορος μπαταρια καλος παραλληλα γρηγορη φορτιση πιστος επιλογη,5
εβδομαδα μπαταρια ξεφορτιζω μερα γρηγορη φορτιση σωζω κατασταση ειδοποιησει αργω τελειες φωτογραφια video,4
κινητο σιγουρα vfm ειδικα στιγμη high end απαιτησει gaming πολυωρο ψαχνω κινητο ναυαρχιδα κινητο κανω υποσχομαι ομορφος design ευκολος ευχρηστος μενου αξιοπρεπος επιλογη μεσαιος κατηγοριας,4
θελω λεω κινητο μηνας μερα κινητο καλο καταρχας διαβασος σχολιο κινητου ελεγαν μπαταρια κρατω χρησιμος κινητο μπαταρια καλο ηχειο μικρο προβληματακι προβλημα κινητο φουτερ επιπροσθετα ελεγα κανω screen shot επρεπε μπω youtube επρεπε ελεγε παιρνομαι δαχτυλο σερνομαι κατεβασω τραγουδι πηγαινω ρυθμισει ανοιζω χωρο αποθηκευση google καμερα καλος ιδικα ξερω χρησιμοποιω media κολλαω κινητο χρησιμοποιω ωρες ζεσταινομαι λεφτα κινητο αξιζω full εγκρινω ανεπιφυλακτα <,5
αστερι πολυ καλη καμερας μερο γιατι νυχτο βλεπομαι αστερι εμφανιση μπαταρια οτι g ολες εφαρμογε κλειστα παρασκηνιο κραταω μερο ζορι θελω σκεφτομαι γινω αφησω ανοιχτα παρασκηνιο εφαρμογε +g +gps ανοιχτος αρκετα κολληματακιας σχετικα καινουριος κινητο ακομα εναλλαγη κυριας καμερα σελφι κολλαω κινητο χερι γλυστραει λες πιανω κανος χελι επιση θελω προσοχη ακουμπας αφησα τραπεζακι καφετερια εγερνε ελαχιστα κινητο εκανε τσουληθρα βραδυνη καμερας παω πουθενα ξερω παριστανω αυτο night mode συγκεκριμενος κινητο αλλα night mode ειναι κανενος λογο τελος καλυτερο ειναι οτι επεσε απο κομοδινο ειναι χαμηλος πανω χαλακι ραγομαι οθονη οποια ειχε μεμβρανη προστασια αλλα ειχε τιποτα υπαρχω κινητο σπαω οθονη απο τοσος μικρος υψο πανω χαλι κιολας απο μενος προτιμηστε κατι αλλο γνωριζω ακριβος συγκεκριμενης εταιρια παιζω αλλα αυτο ειναι τζαμπα λεφα ειδικα οταν βλεπω κατι xiaomi ευρω λιγοτερο επομενη κινηση ειναι δωσω οσο οσο παρω κατι αλλο,2
Value for money μηνα ευχαριστημενη χρησιμοποιω κυριως social φωτογραφια κανω βαρια χρηση παιχνιδι κολλησω στιγμη ωραιες φωτογραφια ειδικα μερα μπαταρια κραταω οκ γρηγορη φορτιση λυνομαι προβλημα σιγουρα συνιστουσος,4
εχω κινητο καιρο χρηματα λεω καλο βαζω τεσσερα αστερι ηχειο χαλιος ακουγομαι δευτερος λογος μπαταρια χαλι γρηγορη φορτιση,4
συνιστω ανεπιφυλακτα τελειος ευχαριστημενη παραδοση ημερων συσκευασια λεω κινητο ωραιος Χρυσα γραμματα δλδ λιγος λογια απολυτη τελειοτητα ασφαλισω ξερω δλδ παθω εννοω ασφαλισω δωσανε χαρτι βασικα,5
κατοχος huawei p pro ευχαριστειμενος πεφτω εσπασε σκεφτομω παρω βγω καινουργιος σειρα p αγορασα p lite p lite μιση τιμη κοντραρω ανετα ναυαρχιδα πρωτος μοντελον καταρχην πανεμορφος βγαζω φοβερος φωτογραφια καταπληκτικο ηχο κολλαω ιντερνετ διαχειριση εφαρμογος μπαταρια αριστη διαρκειο φορτιζω ος ε σβησε ξερω λεω βρω αρνητικο προτεινω ανεπιφυλακτα επιφυλαξη ελπιζω βοηθησα ευχομαι χαρειτε,5
κινητο φανταστικο φωτογραφος θελω κινητο καλος φωτογραφικος αναλυση δυο φορα χρησιμοποιω κινητο επαγγελματικος φωτογραφικος μηχανη αδιαβροχος ανακαλυψα δυστυχως βουτια κινητο ποταμι κινητο παρεμεινε ποταμι ωρα βγαλω παθω παραμικρο περιστατικο προτεινω κλειστα ματι,5
καλο κινητο λεφτα € βγαζει καλος φωτογραφια ημερα νυχτα δυχτυλικος αποτυπωμα αναγνωριση προσωπο ικανοποιητικα μπαταρια διαρκω μιαμισι μερα βαρια χρηση φορτιση γρηγορη συνιστω ανεπιφυλακτα,5
αριστος κινητο ειδικα πεσω τιμη κανω απροβληματιστας μικρο αρνητικο performance mode μπαταρια ενεργοποιημενο gaming κοβω frames,5
καλο τηλεφωνο μηνα λιωσω ιντερνετ παιχνιδι φωτο βιντεο μουσικος αρχειας ομορφο οθοναρα ωραιος χρωμαα καμερα τελειες γρηγορος μηνα φουλ χρηση μπαταρια κρατω μερα λεφτα καλυτερος vfm προτεινω ανεπιφυλακτο,5
κινητο δυο μηνα πραγματικα χρειαζομαι παραπανω καιρος καταλαβω επος κρατω χερι εξαιρετικος καμερα mp mp mp χρωμαα γενικοτερα αναλυση οθονη φανταστικος ζωντανα χρωμαα μπαταρια ικανοποιητικος χρηστε ανοιζω ενεργο τεραστιος χωρος αποθηκευση gb ευρω skroutz παρω θαυμα προτεινω ανεπιφυλακτα,5
καλημερα κινητο Μαιο παρω υπηρχε αρνητικο φωτογραφια αψογες κινητο γρηγορος μπαταριος μιση ημερα κινητο συνεχος χρηση βαζω αστερι παρατηρω κινητο μηνας μπαταρια πεφτω ανοιχτος εφαρμογης κανω διαφορετικο συνηθιζα,4
παιδι τηλεφωνο τελειος μεγαλη μπαταρια fast charge σωζω πρωτεινω full,5
καλο τηλεφωνο Ιουλιο σκυλι μαυρος καμερα τελειες γρηγορος μηνα φουλ χρηση,5
μπαταρια ξεφορτιζω αψε σβησε πραγμα δηλ τραγικο χρηματα ειδικα μπαινω ιντερνετ πεφτω μπαταρια υπερβολικα λιγους μηνα σωζω γρηγορη φορτιση καλω σηκωνω κατευθειαν κλησει χανομαι εξαφανιζομαι εμφανιζομαι αρχικος οθονη ψαχνω αναπαντητα παλια καλω βλεπω κλησει αναβοσβηνε λαμπακι αναβοσβηνω κινητο μαντικος ικανοτητα καλεσω η τραγικο ειλικρινα λυπαμαι χρηματα εσκασα λογικη δωσω χρηματα παραπανω παρω καλο κινητο κρατησω καιρο συστηνω,2
βγαζω p αναλυση video fps βγαζω καλος φωτογραφια συγκριση pro υπαρχω ελαχιστες διαφορες θεμα αναλυση φωτογραφια αφορω gaming περιμενα κινητο καλο καθως εξυπηρετω καθημερινοτητα λεφτα αξιζω καθως κινητο απογοητευσω μπορω χρονια σκοπο παρω τηλεφωνο χρονια χαμηλο budget πιστευω αξιζω,5
δηλωσω κατοχος κινητο εναμισι μηνας φωτογραφια βγαινω καλος εξαιρεσει σελφι προσθετω ροζ χρωμα χειλη αρεσε συνηθομαι φωτογραφια φλας καλος αναλυση βγαινω αποχρωσει μωβ αρεσω μπαταρια διαρκω περιμενος νεος παιδι χρησιμοποιω μπαταρια ικανοποιησω υπαρχω εξοικονομηση υπερεξοικονομηση μπαταρια κινητο τρεχω κολλαω συνηθως συγκεκριμενες εφαρμογης ινσταγκραμ μεσιντζερ φορα κολλαω κινητο περιμενα περιγραφομαι παυω καλο κινητο,4
εβδομαδα ευχαριστημενος μπαταρια κρατω μερα συντηρητικος χρηση φορτιση πληρης ωρα καμερα καλος νυχτερινος ληψει λειτουργια mpxles υποστηριζω zoom ευρυγωνιες ληψει γινομαι mpxles σιγουρα αξιζω χρηματα,5
ικανοποιημενος συσκευη μηνα κινητο δουλεια υποκειται βαρια χρηση καθημερινα μπαταρια αδυναμος σημειο συσκευη σημειο αμελητεος ταχειος φορτιση μπαταρια γεματη ωρες δυσαρεστημενος χαρακτηριστικα κινητου σκεφτειτε κινητο κοστιζω ευρω στεκομαι σιγουρα συγκριση τηλεφωνο βγω εμποριο ετο,5
παιδι κινητο καλο γρηγορος κομψο βολικο καμερα καλος μπαταρια καλος γενικα αξιζω λεφτα προτεινω,4
μερες αρας γραψω εντυπωσει θετικα καλος φωτο καλος βιντεο κολλαω γρηγορη φορτηση καλη ποιοτητο υλικα αγορασα αρνητικα δυνατο ηχειο μπαταρια λιγη λιγη χρηση κρατω ζορι μερα ξεκινησω βιντεο παιχνιδι ωρες βγαλω σωζω γρηγορη φορτιση πεταμα μεγαλητερο αστερι σκριν σοτ διπλο χτυπημο δακτυλο μεγαλος ερρορ φυγω δακτυλο ρολαρει εικονα πω οκ σιγα σκριν παιδι κολληματο λεω γνωμη ωρα επανελθω καιρο σωστος κριτικη,3
χρηματα τιμιος κινητο προσφερω θελω μεσος χρηστης οικονομικος τιμη ποιοτητο huawei,5
σημερα αγορασα μετανιωσα λεπτο διαφορα τρομερος φωτογραφια φοβερος αναλυση οθονη θελω παραπανω μπαταρια τελος ημερα πιεση εφαγε γρηγορο φορτιση ωμο ευχομαι καιρο σκορδο,5
ευχαριστημενη μηνας αρεσω φωτεινοτητο οθονη ηλιο δυσκολος δω,4
μηνας κινητο π μ αρεσε μπαταρια καταταλα τελειος,4
απολυτα ευχαριστημενη μοναδικος φωτογραφικος μηχανη απεριοριστη μνημη συστηνομαι ανεπιφυλακτα τιμη,5
σκοπευω αγορασω κινητο χαρακτηριστικα συνιστω ανεπιφυλακτα μηνας χρησιμοποιω συνεχω αντιξοες συνθηκα υγρασιο σκονη δουλευω χαρα παραμικρο προβλημα μπαταρια οπος μερα παρω,5
κινητο αγορασα ημερα φτασω οριο ξερω χρησιμοποιειται σωστα ρυθμισει καμερα ετοιμαστειτε βγαλω τρομερος φωτογραφια βιντεο μικρο παραπονο flash ειναι ιδιαιτερα δυνατο gaming σημερα ανταπεξελθω παιχνιδι τρομερος ταχυτητα κινητο αντεχω νερο βροχη ειναι πισινα μετρο βαθος αλμυρο νερο περιπτωση δοκιμαζα οθονη εχω καλυτερος χρωμαα αγορα αυτο εντυπωση ai κανω ζωη ευκολη πραγματικα κινητο μαθαινω συνηθεια απλα συνοψιζω τιμη καλυτερος θελω παρω α ζηλεψω απο ειναι επιπεδο p lite κερδιζω ai ξεκαθαρα προτεινω ανεπιφυλακτα,5
ωραιος κινητο +€ καλος οθονη καμερα ηχειο γρηγορο καθημερινοτητα μεγαλη διαρκειο μπαταρια ευκολος κινητο θετικα μετρι συσκευη,5
λεω κανει αυτο τηλεφωνο αναφερω ειχος mate lite αλλαξα γιατι κλεψανε πολυ ωραιος συσκευη ρl στιβαρη κατασκευη νιωθω πιανω πολυ ακριβοτερος τηλεφωνο απο αυτο πραγματικα ειναι ολος πολυ καλυτερο απο προηγουμενος εξαιρεση καμερας εχει απογοητευσω συγκριση τo ml αλλο ειχε καλυτερος χρωματο γρηγορος φακο βγαιναν κουνημενες φωτογραφιε πολυ καθαρες ακομα λενε αλλα αναλυσει τωρα οσον αφορα ταχυτηα χωρο αποθηκευση εχω παθω πλακο ειναι ακομα γρηγορος απο προηγουμενος κολλαω πουθενα τιποτο παιχνιδιος σκυλι τουμπανα settings gb εχουν σωσω συγκριση κατεβαζω οτι θελω ειτε επεισοδιο netflix ειτε βιντεο φωτπγραφιες παιχνιδιος ολος αυτα περισια ακομα -gb Συσκευη σιγουρα προτινω ανεπιφυλακτα τουλαχισοτν τωρα μετα απο μηνα απο κυκλοφοριο ειναι φρεσκος σιγουρα μελλον καθυστερω περισσοτερο επομενος μοντελας ειναι αποδοτικο αλλα παλι συγκριση πιοιτητας-τιμης αξιζω αλλαζα σιγουρα απο ενα χρονο ειδικα συνεχισω εκπλησει ετσι Καλοριζικο οσου προβουν αγορο,4
κατοχος τηλεφωνο μερα αποψη καλο κινητο λεφτα καλος διαρκειο μπαταρια χρηστε χρησιμοποιω κινητο μερα αψογες φωτογραφια δυνατο ηχειο κολλαω βαρια παιχνιδι καλος ποιοτητο ηχο ωρα κλησεο edit προηγουμενος τηλεφωνο honor lite μπαταρια αντεχε πληρως φορτιση ωρες λιγος χρηση,5
δικο βιντεο review εδω https://www youtube com watch?v = kjooh_pbvg&feature = youtu be κινητο αγοραστηκε ευρω καλη τημη καινουριος smartphone μηνα αρχικος τιμη θετικα ψιλος compact λες πλεων ιντσα μικρα bezels bezel αρκετος μικρο λεπτο κομψο χαιρομαι βλεπω οθονη εξαιρετικος καλος ips lcd κινητο φυσικα μαυρος oled lcd επαθα πλακα βλεπω χαλασε λιγο γωνιε υπαρχω backlit bleed αλλα τιποτα ιδιαιτερος δυσκολα παρατηρει κυρια καμερα mp αφησε πολυ ευχαριστημενος ευρυγωνια επιλογη χρηματα μπορω παραπονεθω μουσικος ηχειο δυνατο καθαρο καλος μπασο αποψη επιδοσεα kirin κανω κολληματο αληθεια κανω ελαφριος χρηση pubg photo editing μεταφορα αρχειο σκληρο δισκο socialmedia δεδομενα ανοιχτα ωρα παρολαυα εμπειρια χρηση καλος αρνητικος ον μικρος μπαταρια βαρια χρηση αντεχω μερα ον πλαστικο καλος ποιοτητα frame πλαστικος γλιστραω αφησω επιφανειας αυτα ελπιζω βοηθησα θεωρω καλος ευκαιριας σιγουρα προτεινα,5
μηνας καλος φωτογραφια λεφτα τρωω κολληματο συχνα τιμιος αγορο,3
βασικα θετικα αρνητικα κινητο θετικα ωραια ζωντανος οθονη μπορω τεχνικα χαρακτηριστικα απλος ips οθονη κανω παπαδε huawei δειχνω αδιαφορη καθαρος φωτογραφια απλο χρηστη ελεγα αριστες φορτιση μπαταρια fast charge φορτιζω αφορω ταχυτητα κινητο τρεχω μπαλας ποιοτητο κατασκευη καλη λεφτα καθομαι τελεια χερι αρνητικα μικρη μπαταρια ασχολω ωρες μπροστα κινητο μικρος μπαταρια λογισμικο φορω βελτιωνω αισθητα στανταρ led ειδοποιησεο εντονος αποτελεσμα καταλαβαινω καινουργιος η οχι παρα μενος +μερες ειμαι ευχαριστημενος γενικα απλως πιστευω σκεφτομαι αγορασω κοιταξω xiaomi κινητα βρω σιγουρα παρομοιος χαρακτηριστικα € τονιζω κινητο huawei αγοραζω,5
αγορα μεγαλος καταστημα χωρα € δωρο ατοκες δοσει ρολοι εταιρια αξια € θελω γραφω κουραζω δειτε αναλυτικα βιντεο δειτε δυνατοτητα λεω κινητο υποσχομαι κανω μεγαλος μενα τιμη € επιασε αφαιρωντας αξια ρολογιος θεωρω μενος δουλεψα σιγουρος συναντησει επρεπε πωλειται αρχη € τιμη μιλω τοπ επιλογη βλεπω skroutz πεσω εγκρινω!!!ελπιζω βοηθησα,4
κινητο καλο υπαρχω πραγμαα απογοητευσαν καμερα ικανοποιημενος πρωην κατοχος xiaomi redmi note αλλαξε εταιρεια ηθελε καλος προταση καμερα περιμενος τεραστιος αναβαθμιση φωτογραφια ειδικα hype υπαρχω καμερα huawei συναντησα μικρος μιλω συγκριση κινητο μιση ετος δευτερον συναντησα λειτουργικα μικροθεματακια συνηθισω λογισμικο xiaomi huawei ξενιζε χρηστης huawei ενοχλειτε πλευρα βιντεο ειδικα pfps καλο ευχαριστη εκπληξη οθονη συγκριση iphone φανηκε καλος μεγαλος λεπτομερεια ζωντανοτερος χρωμαα βιντεο υψηλος αναλυση youtube εκπληκτικα μαυρος ωραιες γωνια θεαση υπολοιπος μπαταρια επιπεδου xiaomi επεξεργαστης ταχυτατος σχεδιασμος εξαιρετικος ηχειο δυνατο κινητο παρω ευρω ειλικρινης μετανιωσα παρω xiaomi redmi note ευρω λιγοτερος χαρακτηριστικα μερα πουλησα παρω redmi δυστυχως πεφτω θυμα huawei marketing κανω φωτογραφια εχασα πενηνταρικο κινητο τρομερο θεωρω αξιζω ευρω παραπανω μενα note κερδιζω φωτογραφια huawei φημιζομαι p stands for photography πρασινος αλογο δικαιος μονος σημειο κερδιζω p lite διαθετω ευρειος ληψη λειπω xiaomi ελαφρως ομορφοτερος παρα μιλω καλο κινητο σιγουρα value for money συνιστω fan huawei,4
αψογος κινητο γενικα χρηματα αξιολογος καλος φωτογραφια καλο ακουστικο,5
κινητο εχω χερι μερα εντοπισω προβλημα δουλευω απλα λιγη ωρα πεφτω σχετικα μικρο υψο οθονη λες πατησε σουτ ζινταν φορα σπαω κινητο πονω ασχημος ωρες,4
καλος συσκευη ομορφη γρηγορη καλος φωτογραφικος δυνατοτητα χαλαω video υποστηριζω p εγγραφη φωτογραφια πηγαινω πραγματικα κανω αναλυτικο review καναλι youtube δειτε καντε subscribe περισσοτερος μελλον https://youtu be qunvevec θεμα ταχυτητα kirin ευχαριστη εκπληξη φαινεται τραβω ανετα περισσοτερος πραγμαα,5
παιδι καλο τηλεφωνο αξιζω λεφτα redmi note κανω ευρω χαρακτηριστικα ευρω φθηνοτερα ακριβο χαρακτηριστικα καλος καμερα βγαζω ωραιες φωτογραφια παιχνιδι αξιζω λεφτα επρεπε παραδειγμα ευρω edit Triggerd huawei fans λειτουργω γνωμη αλλαζω,4
κινητο χρονο φωτογραφια καλο βιντεο ιδιαιτερα,4
πολυ καλος χρηση αγοραστηκε,4
πολυ καλος χρηση αγοραστηκε,4
